190	2015/4/17	3663	2371	378354	49982	328372	10647
191	2015/4/18	3253	2277	389351	48488	340863	8498
192	2015/4/19	3109	2341	380847	43685	337162	8278
193	2015/4/20	3069	2499	349971	56296	293675	8325
194	2015/4/21	2747	2263	337458	49487	287971	8722
195	2015/4/22	2673	2336	294290	24101	270189	7150
196	2015/4/23	2316	2186	336830	29331	307499	7294
197	2015/4/24	2331	1991	319923	22931	296992	6194
198	2015/4/25	2271	2031	290952	21131	269821	5900
199	2015/4/26	2321	2085	375602	22080	353522	3939
200	2015/4/27	2930	2529	387688	26015	361673	7501
201	2015/4/28	2619	2514	373420	21025	352395	7519
202	2015/4/29	2492	2426	346379	24651	321728	6351
203	2015/4/30	5786	2616	445012	12486	432526	7993
204	2015/5/1	5791	4371	502528	19493	483035	7983
205	2015/5/2	4543	3757	454999	15184	439815	8394
206	2015/5/3	4580	3877	423142	15630	407512	6839
207	2015/5/4	3121	3053	357285	7871	349414	6010
208	2015/5/5	2894	2802	305767	10751	295016	5546
209	2015/5/6	2682	2575	294470	15955	278515	5401
210	2015/5/7	2586	2468	292467	17057	275410	5566
211	2015/5/8	3230	2325	352813	36007	316806	6294
212	2015/5/9	2345	2075	342545	31386	311159	6554
213	2015/5/10	2659	2358	421255	31920	389335	8198
214	2015/5/11	3687	2509	583011	74055	508956	9446
215	2015/5/12	3067	2336	383427	51205	332222	7277
216	2015/5/13	3023	2807	383956	18770	365186	6168
217	2015/5/14	2654	2557	303638	11287	292351	6746
218	2015/5/15	3427	2897	450691	32934	417757	8596
219	2015/5/16	3182	2730	353562	29660	323902	6578
220	2015/5/17	3397	2918	400341	31823	368518	8754
221	2015/5/18	5028	3150	472000	44632	427368	9511
222	2015/5/19	3268	2785	355663	28794	326869	6430
223	2015/5/20	4191	3403	387820	31145	356675	7012
224	2015/5/21	3256	2897	371883	24130	347753	6839
225	2015/5/22	2843	2746	322938	7118	315820	6905
226	2015/5/23	2510	2461	345418	5767	339651	6608
227	2015/5/24	2711	2691	418890	7358	411532	8520
228	2015/5/25	4224	2768	460706	33822	426884	8149
229	2015/5/26	3185	2622	339920	20188	319732	6867
230	2015/5/27	3723	2883	408180	26143	382037	6891
231	2015/5/28	3393	3072	370152	13651	356501	6544
232	2015/5/29	4228	3167	422608	14780	407828	7306
233	2015/5/30	3052	3019	436866	4238	432628	6972
234	2015/5/31	3015	2962	426656	4681	421975	7253
235	2015/6/1	4185	4083	417447	9711	407736	7370
236	2015/6/2	3400	3291	448619	16873	431746	8645
237	2015/6/3	3140	3063	398363	15786	382577	7576
238	2015/6/4	2896	2812	383783	18683	365100	7490
239	2015/6/5	3000	2973	465251	42594	422657	8612
240	2015/6/6	9296	3084	701557	77400	624157	11663
241	2015/6/7	5336	3038	562521	47955	514566	10040
242	2015/6/8	2858	2846	412156	12754	399402	8397
243	2015/6/9	3023	2691	491411	46497	444914	10726
244	2015/6/10	6351	5644	565779	58220	507559	11004
245	2015/6/11	4512	4113	535679	35655	500024	10796
246	2015/6/12	5881	4605	652339	34061	618278	17414
247	2015/6/13	5462	4687	761956	38896	723060	14976
248	2015/6/14	10471	10160	1112604	38416	1074188	20421
249	2015/6/15	8329	5684	861559	38768	822791	21202
250	2015/6/16	5365	4261	668825	35658	633167	13833
251	2015/6/17	4477	4269	989149	46998	942151	19469
252	2015/6/18	37678	21062	1677489	97245	1580244	25086
253	2015/6/19	7345	3911	616202	52498	563704	9394
254	2015/6/20	5016	5001	504795	3288	501507	8376
255	2015/6/21	4096	3934	498895	10207	488688	12096
256	2015/6/22	3717	3591	476349	8804	467545	8350
257	2015/6/23	3355	3269	456360	4921	451439	8099
258	2015/6/24	3033	2788	413023	11668	401355	8687
259	2015/6/25	4776	3491	498404	24632	473772	8999
260	2015/6/26	5052	3273	548438	35317	513121	9142
261	2015/6/27	4472	3277	593941	41081	552860	9222
262	2015/6/28	4142	3806	593183	15531	577652	9154
263	2015/6/29	4050	3844	567291	9130	558161	11920
264	2015/6/30	4232	3935	541785	12626	529159	9203
265	2015/7/1	4857	4355	568656	20339	548317	8714
266	2015/7/2	3897	3377	482725	19189	463536	8323
267	2015/7/3	3474	3287	443325	12037	431288	8782
268	2015/7/4	3157	3138	450727	4489	446238	7525
269	2015/7/5	3139	3138	456038	8109	447929	8045
270	2015/7/6	3325	2949	409075	23800	385275	7497
271	2015/7/7	4047	3379	484789	29805	454984	9388
272	2015/7/8	4456	3021	510144	60435	449709	11632
273	2015/7/9	4232	2960	497124	58064	439060	10071
274	2015/7/10	3173	2910	417428	20946	396482	9096
275	2015/7/11	4891	3211	516629	40662	475967	9127
276	2015/7/12	4395	3303	579166	41441	537725	10215
277	2015/7/13	3994	3819	487803	11144	476659	8289
278	2015/7/14	4036	4036	514792	9137	505655	9030
279	2015/7/15	3924	3644	453032	15419	437613	7866
280	2015/7/16	4009	3615	453667	30608	423059	8688
281	2015/7/17	3571	3024	411653	24772	386881	7381
282	2015/7/18	3451	3014	485247	20343	464904	8975
283	2015/7/19	3269	3079	458661	20294	438367	8854
284	2015/7/20	3790	3087	504402	49023	455379	9604
285	2015/7/21	5261	3626	574398	53883	520515	10820
286	2015/7/22	4172	3374	439983	28774	411209	8405
287	2015/7/23	3513	3097	406936	17171	389765	8385
288	2015/7/24	3714	3039	399280	20166	379114	7557
289	2015/7/25	4321	2991	484884	42296	442588	9718
290	2015/7/26	4096	3312	533035	53499	479536	9368
291	2015/7/27	4259	3805	496182	28272	467910	8296
292	2015/7/28	5154	4477	526941	23264	503677	8680
293	2015/7/29	4460	4322	534011	11795	522216	9043
294	2015/7/30	4079	4022	508345	3814	504531	8843
295	2015/7/31	3905	3743	473572	10072	463500	8045
296	2015/8/1	4067	3979	529135	14643	514492	9006
297	2015/8/2	4189	3645	596689	29808	566881	9794
298	2015/8/3	4444	3530	552546	43288	509258	9119
299	2015/8/4	4909	3589	628508	44170	584338	10540
300	2015/8/5	4522	3631	551037	36629	514408	9737
301	2015/8/6	3885	3569	503776	25749	478027	10432
302	2015/8/7	3719	3092	443854	43504	400350	7857
303	2015/8/8	5167	3576	520626	52673	467953	9595
304	2015/8/9	4355	3802	511355	34430	476925	9301
305	2015/8/10	4475	3670	476558	47552	429006	9302
306	2015/8/11	3848	3366	445096	39607	405489	9720
307	2015/8/12	4455	3770	480812	49352	431460	10389
308	2015/8/13	3773	3067	450270	44007	406263	9645
309	2015/8/14	4477	3817	479160	36966	442194	9944
310	2015/8/15	3503	2897	488576	43528	445048	13684
311	2015/8/16	3175	2892	487581	50365	437216	11340
312	2015/8/17	5801	3758	616027	50572	565455	13126
313	2015/8/18	5826	4458	696633	35198	661435	15690
314	2015/8/19	4540	3670	425590	17755	407835	10441
315	2015/8/20	3434	3142	343922	14756	329166	9450
316	2015/8/21	3700	3378	388213	13605	374608	9683
317	2015/8/22	4222	3859	416708	24303	392405	9113
318	2015/8/23	3526	3417	426901	20894	406007	9588
319	2015/8/24	3595	3357	362272	11472	350800	8162
320	2015/8/25	3536	3308	366931	12114	354817	8655
321	2015/8/26	3753	3445	365963	15348	350615	8881
322	2015/8/27	4320	3575	435479	36666	398813	9639
323	2015/8/28	4653	3601	434675	42624	392051	10421
324	2015/8/29	3921	3565	431762	20771	410991	10110
325	2015/8/30	3813	3699	437689	19395	418294	9728
326	2015/8/31	3871	3660	378308	24192	354116	8997
327	2015/9/1	4500	3928	451792	44394	407398	11870
328	2015/9/2	4471	3789	456610	53982	402628	12500
329	2015/9/3	3754	3478	466900	31894	435006	12289
330	2015/9/4	3963	3947	466160	22052	444108	11262
331	2015/9/5	4293	4292	513599	21031	492568	12642
332	2015/9/6	5009	4967	491547	31010	460537	12693
333	2015/9/7	3736	3563	497901	39828	458073	12225
334	2015/9/8	3625	3479	517795	55657	462138	13158
335	2015/9/9	12188	4631	709408	79178	630230	16283
336	2015/9/10	5655	3739	528211	42524	485687	11466
337	2015/9/11	3997	3992	405576	10250	395326	9398
338	2015/9/12	3919	3631	485694	28262	457432	11482
339	2015/9/13	4150	3717	497572	40767	456805	11864
340	2015/9/14	5641	4072	536435	58715	477720	13202
341	2015/9/15	5891	3875	585474	66601	518873	14087
342	2015/9/16	4943	3895	516020	47795	468225	15446
343	2015/9/17	4499	4203	460743	29017	431726	12062
344	2015/9/18	4802	4019	457343	25735	431608	11997
345	2015/9/19	4753	4086	542597	36225	506372	13873
346	2015/9/20	4484	4311	536349	33740	502609	12590
347	2015/9/21	4573	4138	456784	25676	431108	10845
348	2015/9/22	4296	4034	434171	20550	413621	10555
349	2015/9/23	4686	4112	479283	34884	444399	11511
350	2015/9/24	5485	3812	503964	36592	467372	10807
351	2015/9/25	5307	4340	490217	32704	457513	10383
352	2015/9/26	3829	3516	462346	25484	436862	11352
353	2015/9/27	4186	3468	494709	25511	469198	10400
354	2015/9/28	5686	4124	570953	57996	512957	12552
355	2015/9/29	5717	4608	658467	66492	591975	14096
356	2015/9/30	5425	4460	693501	39312	654189	14111
357	2015/10/1	7135	5783	773556	35049	738507	14824
358	2015/10/2	6635	5246	630973	29600	601373	12900
359	2015/10/3	5434	4688	584311	26038	558273	12472
360	2015/10/4	5583	4983	593391	33436	559955	12620
361	2015/10/5	5537	5267	617003	29446	587557	13458
362	2015/10/6	5861	5737	663245	17963	645282	15006
363	2015/10/7	5770	5711	592856	14428	578428	13135
364	2015/10/8	5333	5298	603508	16902	586606	12514
365	2015/10/9	5213	4915	622113	18275	603838	13811
366	2015/10/10	5202	4272	584607	32770	551837	13323
367	2015/10/11	5197	4744	640376	35123	605253	14639
368	2015/10/12	5806	5220	693191	43137	650054	16532
369	2015/10/13	5641	5056	1021695	49733	971962	28569
370	2015/10/14	5438	4398	843836	66611	777225	22788
371	2015/10/15	5109	4240	797279	51058	746221	20358
372	2015/10/16	4446	4032	776296	26470	749826	19484
373	2015/10/17	4092	3877	778082	24017	754065	21808
374	2015/10/18	4832	4131	928225	32330	895895	22811
375	2015/10/19	5140	4356	771705	25806	745899	21166
376	2015/10/20	4857	4366	761178	22910	738268	19779
377	2015/10/21	5552	4590	855347	42607	812740	22343
378	2015/10/22	5429	4760	833115	61911	771204	21622
379	2015/10/23	5075	4161	799208	48874	750334	23516
380	2015/10/24	5076	4376	874794	51587	823207	24155
381	2015/10/25	4690	4344	885538	39212	846326	22883
382	2015/10/26	5721	4839	875794	39031	836763	23527
383	2015/10/27	5455	4941	823592	43707	779885	21838
384	2015/10/28	5287	4985	898243	27393	870850	23892
385	2015/10/29	4792	4616	823881	17990	805891	24744
386	2015/10/30	5318	4999	882234	21326	860908	24589
387	2015/10/31	4689	4506	903563	29239	874324	24343
388	2015/11/1	5799	5188	1537018	63765	1473253	43666
389	2015/11/2	6162	5162	1642645	62454	1580191	42397
390	2015/11/3	7672	5046	1606849	114948	1491901	42369
391	2015/11/4	6434	4983	1623673	108838	1514835	42042
392	2015/11/5	6030	5400	1619525	82720	1536805	41790
393	2015/11/6	5775	5507	1587673	79728	1507945	37906
394	2015/11/7	5993	5357	1890121	95530	1794591	44229
395	2015/11/8	6302	5780	2103794	116826	1986968	45136
396	2015/11/9	6375	6297	2132985	65722	2067263	47107
397	2015/11/10	9587	9586	4463418	79188	4384230	69964
398	2015/11/11	320806	102508	8528777	208973	8319804	76329
399	2015/11/12	7991	7627	1452751	22744	1430007	23028
400	2015/11/13	5147	4919	955989	15147	940842	18786
401	2015/11/14	4422	4330	878650	11529	867121	16146
402	2015/11/15	4577	4225	906822	26728	880094	16784
403	2015/11/16	4591	4186	848539	29696	818843	15891
404	2015/11/17	4862	4724	773749	19007	754742	15176
405	2015/11/18	5454	5432	908543	9267	899276	18060
406	2015/11/19	4674	4439	829045	14184	814861	15867
407	2015/11/20	5006	4902	849855	16744	833111	17612
408	2015/11/21	4939	4463	838322	28621	809701	16062
409	2015/11/22	5090	4456	962065	57429	904636	18244
410	2015/11/23	5003	4672	844013	49491	794522	17126
411	2015/11/24	5150	4984	1055458	45939	1009519	19764
412	2015/11/25	9471	5699	1082556	59320	1023236	20280
413	2015/11/26	6841	4967	912848	42728	870120	17463
414	2015/11/27	5933	5604	822034	18341	803693	15871
415	2015/11/28	5603	5249	920319	18238	902081	17171
416	2015/11/29	6047	5927	1014425	11820	1002605	18966
417	2015/11/30	6346	5415	915381	38655	876726	18502
418	2015/12/1	7421	6502	1005156	36672	968484	20605
419	2015/12/2	5596	5242	932715	19088	913627	19734
420	2015/12/3	5221	4970	919355	17830	901525	19396
421	2015/12/4	5632	5165	884846	22180	862666	17855
422	2015/12/5	5080	4735	1004070	38815	965255	21787
423	2015/12/6	5664	4848	1103014	68610	1034404	23923
424	2015/12/7	6925	5183	1200199	126458	1073741	25086
425	2015/12/8	5784	4768	1092790	98756	994034	23563
426	2015/12/9	5086	4962	1016526	35123	981403	20006
427	2015/12/10	5206	4764	1093618	36424	1057194	20669
428	2015/12/11	6126	5589	1553152	54875	1498277	24948
429	2015/12/12	76547	39840	2697373	74552	2622821	28809
430	2015/12/13	6607	6522	1042230	12934	1029296	16761
431	2015/12/14	5429	5158	821961	16824	805137	14870
432	2015/12/15	6061	5117	805777	29114	776663	15051
433	2015/12/16	5417	4961	796228	25658	770570	14849
434	2015/12/17	5439	5203	786411	16303	770108	15302
435	2015/12/18	5714	5292	889387	20687	868700	17548
436	2015/12/19	6078	5378	859553	28168	831385	15564
437	2015/12/20	7320	6345	1194709	57466	1137243	20969
438	2015/12/21	6649	6061	887813	40441	847372	16659
439	2015/12/22	5566	5403	737561	12893	724668	14016
440	2015/12/23	6653	5879	878512	24193	854319	16229
441	2015/12/24	6691	5903	868817	26942	841875	15315
442	2015/12/25	6607	5924	826728	35811	790917	14902
443	2015/12/26	6157	5446	862036	41020	821016	15712
444	2015/12/27	5628	5073	846661	49095	797566	15907
